logFC	AveExpr	t	P.Value	adj.P.Val	B	Gene	regulation
-0.643002650302281	5.30708409716032	-9.87762624958622	3.59563963678269e-19	2.21307234717588e-18	32.3638478932315	GLRB	Down
0.756785738724715	10.2230503853754	9.87739685633465	3.6012792922185e-19	2.2158679168335e-18	32.3622919179213	STEAP4	Up
-0.517703145700021	8.19607252281408	-9.8761499698336	3.63208838265084e-19	2.23414382294196e-18	32.3538345148868	FITM2	Down
0.395336202029857	6.90455779036291	9.8754953599162	3.64836783677743e-19	2.24347395336165e-18	32.3493945731009	TANGO6	Up
-0.634392013280712	5.85930770950296	-9.87440779800402	3.67557497696623e-19	2.25951606683905e-18	32.3420183411905	FAM3B	Down
0.594870480468646	5.27884816238607	9.8738350199769	3.68998500155356e-19	2.26768393337483e-18	32.3381336772019	PTPN22	Up
-0.439137643601997	7.07373804065733	-9.87311926610825	3.70807104938468e-19	2.27810524482587e-18	32.3332794470466	CHIC1	Down
-0.377422075062956	6.11234363390105	-9.87126790465199	3.7552623214805e-19	2.30639597645416e-18	32.3207241483346	FUT10	Down
0.377475742207933	9.71130983151231	9.86894111693823	3.8154203820828e-19	2.34263098155376e-18	32.3049459040272	TIMM21	Up
-0.272184597250925	9.04063809642177	-9.86847346262326	3.82762658776215e-19	2.34941093200798e-18	32.301774846189	FAM120AOS	Down
-0.959497539372665	6.7173638247828	-9.86591391475887	3.89512451224984e-19	2.3901147007082e-18	32.2844201158083	IL17D	Down
-0.809471399159979	7.41637849015412	-9.86287845202644	3.97670911011083e-19	2.43943492904642e-18	32.2638406537157	HEPH	Down
-0.40862951641503	7.37751204650264	-9.86066152494088	4.03736580968535e-19	2.47589128086051e-18	32.248812079862	GDPD5	Down
0.44998396666051	8.22875800757879	9.85839957540259	4.10020296511366e-19	2.51366223685741e-18	32.2334795865269	QSOX1	Up
-0.333449149105634	7.4389830902976	-9.85719084836594	4.13417937293806e-19	2.5337223187879e-18	32.2252868343828	CLUAP1	Down
0.3066254702305	8.48436970816585	9.85598058986744	4.1684794235192e-19	2.5539685159941e-18	32.2170840746445	CHCHD3	Up
